,full_date,Event,Location,Latitude,Longitude
1606,10/25/2022,114th Precinct Community Council,2522 Astoria Blvd,40.7710127,-73.9221338
1607,10/26/2022,Community Board 8 Board meeting,Hillcrest Jewish Center,40.7277029,-73.7851235
1608,10/27/2022,Schneps Media Queens Power List Event,Terrace on the Park,40.7445402,-73.850749
1609,10/30/2022,112th Precinct Community Council Street Fair,"MacDonalds Park, Queens Blvd",40.7221935,-73.8467117
1610,10/30/2022,Howard Beach 125th Anniversary Community Carnival,St. Helen Catholic Academy 83-09 157th Avenue Howard Beach,40.6615023,-73.84953
1611,11/1/2022,111th Precinct Community Council Meeting,"4506 215 St., Bayside",40.7602441,-73.7677809
1612,11/2/2022,Update with the District Attorney at Astoria Houises,"Astoria Community Center, 4-05 Astoria Blvd, Astoria, New York",40.7732656,-73.9337288
1613,11/7/2022,Queens DA's Veterans Day Observance Event,Vietnam Veterans Memorial Grand Avenue and 79 Street Elmhurst Park,40.7307898,-73.8852141
1614,11/9/2022,Community Board 8 Board Meeting,183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1615,11/9/2022,Commuity Board 6 General Board Meetig,Helen Marshall Cultural Center,40.7137536,-73.8281736
1616,11/10/2022,Community Board 9 General Meeting,Queens Borough Hall,40.7137004,-73.8281571
1617,11/10/2022,Ozone Park Block Association Monthly Meeting,DESHI SENIOR CENTER 83-10 ROCKAWAY BLVD,40.6836868,-73.8571077
1618,11/10/2022,Ozone Park Block Association Wreath placing,Ozone Parks' own Southside Burial Ground located on Redding Street between Albert Rd and 149 Ave.,40.6806669,-73.844659
1619,11/15/2022,103rd Precinct Community Council Meeting,"York College 94-20 Guy R Brewer Blvd, Jamaica, NY 11451 - 160th Street Entrance",40.7010415,-73.7961103
1620,11/15/2022,Community Board 1 General Meeting,2522 Astoria Blvd.,40.7710127,-73.9221338
1621,11/16/2022,2022 QDA Rookie of the Year Announcement Ceremony,Queens Borough Hall Helen Marshall Cultural Center,40.7137536,-73.8281736
1622,11/16/2022,Civic Association of Utopia Estates,Hillcrest Jewish Center,40.7277029,-73.7851235
1623,11/17/2022,Community Board 3 General Meeting,"Renaissance Charter School 35-59 81st Street Jackson Heights, NY",40.7499835,-73.8851717
1624,11/17/2022,Big 6 Scams and Frauds Luncheon,"Big Six Towers 59-15 47th Avenue,Community Room (Bldg 2)",40.7402528,-73.904151
1625,11/30/2022,Flushing Chinese Business Association Lunar New Year Parade Planning meeting 1,"4048 Main Street, #302 Flushing",40.7583245,-73.8297542
1626,//4,Queens Civic Congress Legislative Reception,"600 W. Drive, Douglaston",40.7765718,-73.7523825
1627,12/6/2022,Senator Liu Holiday Block Party,3850 Bell Blvd,40.7653932,-73.7722849
1628,12/6/2022,Flushing Lunar New Year press conference,"4048 Main Street, #302 Flushing",40.7583245,-73.8297542
1629,12/8/2022,Richmond Hill Ozone park Lions Club tree lighting,Richmond Hill Triangle 133 Street and Liberty Avenue,40.6910623,-73.8133776
1630,12/10/2022,Douglaston Winter Festival,235 St. and 41 Ave.,40.7688727,-73.7490722
1631,12/11/2022,Bayside Hills Civic Association Holiday Lighting,Bell Blvd. and 53 Ave.,40.7526252,-73.7645111
1632,12/13/2022,Community Board 9 General Meeting,Helen Marshall Cultural Center,40.7137536,-73.8281736
1633,12/13/2022,Queens Public Library Adult/Immigrant Resource Fair,Queens Public Library in Flushing Main Street,40.7533124,-73.8273785
1634,12/13/2022,103th Precinct Community Council,York College,40.7010415,-73.7961103
1635,12/14/2022,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1636,12/15/2022,Community Board 3 Meeting,The Jewish Center of Jackson Heights located at 37-06 77th Street in Jackson Heights.,40.7489956,-73.8892472
1637,12/18/2022,Union Local electrical workers tree lighting,Jewel Ave & 161 st,40.7318876,-73.8079041
1638,12/18/2022,Congresswoman Meng's Chanukah Reception,"3323 Union St., Flushing",40.7672806,-73.8268649
1639,12/19/2022,Chabad of Rego Park Menorah Lighting,"Federoff Triangle, 67 Road and Queens Blvd",40.7266657,-73.8520602
1640,//21,Hanukah Candle lighting,Reform Temple of Forest Hills,40.7226918,-73.8389667
1641,1/6/2021,FCBA PPE distribution,In front of Flushing Library,40.7647238,-73.8306716
1642,1/7/2021,Meeting Deputy Commissioner of Youth Strategies Division,Linden Blvd. Sutphin Blvd.,40.6862786,-73.7939002
1643,1/7/2021,Remembrance Shree Panthee,97th Street and 57th Avenue,40.7371649,-73.8640506
1644,1/18/2021,MLK Celebration & Park Cleanup,Corner of 177th St & 130th Ave,40.6796956,-73.7653114
1645,1/18/2021,Black Surfing Association MLK March,Beach 91st Street Boardwalk in Rockaway,40.5867852,-73.8146519
1646,1/28/2021,Broad Channel Civic Association February Meeting,American Legion Post  209 Cross Bay Blvd,40.6136871,-73.8211834
1647,2/4/2021,Rock Safe Streets Shooting Response,Beach 53 Street and Beach Channel DR. Far Rockaway,40.5951016,-73.7836117
1648,2/9/2021,Mask Giveaway Photo Opportunity,36-29 11th Street LIC,40.746849,-73.9504806
1649,2/15/2021,Rosedale Black History Month Event,24-08 135 Ave Rosedale,40.6719133,-73.7343386
1650,2/21/2021,*Candlelight Vigil for Violence against women,Liberty Avenue & 134th street,40.6914029,-73.8127821
1651,2/21/2021,Bellerose Assembly of GOD Church (location #3),"240-15 Hillside Avenue, Jamaica",40.7338356,-73.7258577
1652,2/25/2021,106 Precinct Sector D Build The Block,119-15 135 Avenue South Ozone Park,40.6706721,-73.8200542
1653,2/26/2021,NYPD 105th precinct TEEN meeting,240-15 Jamaica Hillside Avenue,40.7094932,-73.7963663
1654,2/28/2021,IRock Charities Awards,Starz Princess Banquet Hall 107-11 101 Avenue in Ozone Park,40.6806669,-73.844659
1655,3/11/2021,105 Precinct Build the Block  Meeting NCO Boy,Zoom   Laurelton,40.67764,-73.7447853
1656,3/11/2021,110 Precinct Community Council meeting,VFW 51-11 108th street,40.7436531,-73.8548448
1657,3/16/2021,115th Precinct Community Council Meeting,92-15 Northern Blvd,40.7568764,-73.8754942
1658,3/17/2021,105 Precinct Build the Block  Meeting NCO Charlie,Zoom   Cambria Heights,40.692158,-73.7330753
1659,3/21/2021,Video Recording about Community Engagement with Black Spectrum Theater,Roy Wilkins Park,40.687513,-73.7722061
1660,3/23/2021,114 Precinct Community Council Meeting,Astoria World Manor 25-22 Astoria Boulevard,40.7709,-73.9223
1661,3/24/2021,Rochdale Village Senior Center Food Drive,"169-65, 137th Avenue,  Jamaica  NY",40.674443,-73.7712115
1662,3/25/2021,105 Precinct Build the Block  Meeting NCO David,Zoom    Queens Village,40.7156628,-73.7419017
1663,3/25/2021,106 Precinct Sector A Build the Block,1567-10 83 Street Howard Beach,40.6557724,-73.8489778
1664,3/26/2021,Unity Rally - National Day of Speak Out,Bay Terrece Shopping Center,40.7795733,-73.7774779
1665,3/29/2021,103 Precinct Build The Block Meeting Sector C,"Gethsemane Baptist Church, 88-48 193rd Street, Hollis",40.715284,-73.7687303
1666,4/8/2021,110 Precinct Community Council Meeting,"VFW 150 Corona, Queens",40.7449859,-73.8642613
1667,4/12/2021,GenEquality Inclusive Safety Art Mural at Townsend Harris HS,Townsend Harris High School,40.7350157,-73.8212993
1668,4/21/2021,QBP Rally and Press Conference re Chauvin Verdict,Borough Hall; in case of weather Helen Marshall Cultural Center,40.7137536,-73.8281736
1669,4/24/2021,March For Babies 3 Mile Walk,Baisley Park Parking Lot Across from 156-10 Baisley Blvd in Jamaica,40.7037439,-73.7991953
1670,5/2/2021,Skat Aerobics Exercise Event,"St, Albans Memorial Park 169 St., Merrick Blvd",40.7103733,-73.7939104
1672,5/12/2021,109 Precinct Community Council Meeting,Sheraton Hotel in Flushing,40.7647238,-73.8306716
1673,5/19/2021,Shooting Response in Arverne,115 Beach 56 Place Arverne Far Rockaway,40.5902574,-73.7873092
1674,5/20/2021,106 Precinct Sector B Build the Block,Tudor Park 82 Street and 133 Avenue in Ozone Park,40.6734407,-73.854767
1675,5/22/2021,Street Co-naming 113th PCT Detective Smitty,168th Street & Baisley blvd,40.6801756,-73.7754801
1676,5/26/2021,PANYNJ AAPI Heritage Celebration,LaGuardia Airport Marine Air Terminal,40.7738092,-73.8840859
1677,5/31/2021,Laurelton Memorial Day Ceremony,Veterans Memorial Triangle 225th Street and North Conduit in Laurelton,40.6664046,-73.751776
1678,6/5/2021,Hope Day Community Event,Cardozo Park - Arverne Blvd Between Beach 57 and 58 Streets in Arverne (Rockaways),40.5929364,-73.7884805
1679,6/12/2021,Forest Hills Gardens Flag Day Celebration,Forest Hills Gardens Flagpole Green,40.7172475,-73.8439819
1680,6/13/2021,Rochdale Village Senior Luncheon,Rochdale Village Center Courtyard,40.6768746,-73.7727908
1681,6/17/2021,Townsend Harris High School Graduation,St. John's University Queens Campus,40.7201737,-73.7978908
1682,6/19/2021,Alicia Hyndman's Juneteenth event,"Roy Wilkins Park, Merrick Blvd, Queens",40.687513,-73.7722061
1683,6/19/2021,Freedom Day - Juneteenth event,"Saint Albans Park, 169 Merrick Blvd, Jamaica NY 11433 (between Marine and Sayers Avenue)",40.6928222,-73.7791627
1684,6/20/2021,Fathers Alive in the Hood Annual Father's Day Cookout,Baisley Pond Park 155 Street and Foch Boulevard,40.6737751,-73.786025
1685,6/29/2021,100 Precinct Sector C Build the Block,The boardwalk at Beach 126 Street,40.5783986,-73.8463261
1686,6/29/2021,Vigil for Shooting Victim Angel Caraballo,"113 Beach 56 Street, Far Rockaway",40.5911228,-73.7856074
1687,7/17/2021,19th Annual St. Albans Jazz Festival,St. Albans Park Sayres Avenue and Merrick Blvd. Jamaica,40.6928222,-73.7791627
1688,7/18/2021,Far Rockaway Health and Fitness Day,Bayswater Park- Far Rockaway,40.599056,-73.7691138
1689,7/20/2021,Spirit Week/Service Day Event,O'Donohue Park Beach 14 Street and Seagirt Blvd in Far Rockaway,40.59453,-73.7496766
1690,7/21/2021,101 Precinct Community Council Meeting,"13-32 Central Avenue, Far Rockaway",40.6069088,-73.750199
1691,7/28/2021,113 Precinct Build The Block Sector Meeting,Charles Drew Park 140st & 116 ave,40.6805609,-73.803037
1692,7/31/2021,Bankra Caribbean Culture Festival,St. Albans Park 169 Street and Merrick Boulevard,40.6928222,-73.7791627
1693,8/2/2021,Black Business Celebration,Queens Borough Hall Helen Marshall Stadium,40.7137004,-73.8281571
1694,8/3/2021,National Night Out 100 PCT,Rockaway Beach Blvd B94 Street,40.5831371,-73.8226618
1695,8/3/2021,National Night Out 101 PCT,101 Precinct O'Donohue Park Beach 17th Street,40.59453,-73.7496766
1696,8/3/2021,National Night Out 103 PCT,Rufus King Park 150-29 Jamaica Ave Between 150th & 153rd St,40.7036801,-73.8039529
1697,8/3/2021,National Night Out 104 PCT,"Juniper Valley Park, Middle Village, NY,80th St between Juniper Blvd No. & Juniper Blvd So.",40.7204799,-73.8796677
1698,8/3/2021,National Night Out 105 PCT,Cabbell Park/ Cambria Park- 121st Ave & Francis Lewis Blvd,40.6891373,-73.7428871
1699,8/3/2021,National Night Out 106 PCT,PO Nicholas Demutis Park Liberty Ave & 101st St next to the 106th Pct Sation,40.6822359,-73.8397362
1700,8/3/2021,National Night Out 107 PCT,Elechester Shopping Ctr (directly across from 158-11 Harry Van Arsdale Jr. Ave),40.7344826,-73.8085033
1701,8/3/2021,National Night Out 108 PCT,"Torsney/ Lou Lodato Playground Skillman Ave & 43rd St, Sunnyside",40.7472831,-73.9217818
1702,8/3/2021,National Night Out 109 PCT,P.S. 20 Barclay Ave & Union Street,40.7583819,-73.8243949
1703,8/3/2021,National Night Out 110 PCT,"Flushing Meadows Corona Park (111th St b/w 54th & 55th Aves, next to the Carousel & Queens Zoo)",40.7442504,-73.8494687
1704,8/3/2021,National Night Out 111 PCT,Douglaston Plaza Shopping Center by 242-02 61st Ave,40.7640151,-73.7433727
1705,8/3/2021,National Night Out 112 PCT,MacDonald Park: Queens Blvd & Yellowstone Blvd.  Rain location: 106-06 Queens Blvd (Forest Hills Jewish Center),40.7221935,-73.8467117
1706,8/3/2021,National Night Out 113 PCT,"Northern Rochdale Playground Baisley Blvd & Bedell St Ja., NY (Next to 113 Pct)",40.6797845,-73.7757739
1707,8/3/2021,National Night Out 114 PCT,Astoria Park on the Great Lawn-located on Shore Blvd between the Hell Gate and RFK Bridges,40.7819144,-73.9204908
1708,8/3/2021,National Night Out PSA 9,Woodside Houses Next  to 50-10 Broadway on 49th Street between Newtown Road & Broadway,40.7532704,-73.9068858
1709,8/5/2021,Fresh Air Fund Queens DA Day,"34th Avenue & 72nd Street, Jackson Heights, Queens NY",40.7528039,-73.8943401
1710,8/7/2021,Hong Kong Dragon Boat Festival,Flushing Corona Meadow Park,40.7400625,-73.8406875
1711,8/8/2021,First Baptist East Elmhurst Church Visit,"100-01 Astoria Boulevard, East Elmhurst, Queens NY",40.762079,-73.8693698
1712,8/12/2021,Camping In The Park - NYPD Community Affairs,"Baisley Pond Park, Jamaica NY",40.6737751,-73.786025
1713,8/12/2021,Rockaway Beach Civic Association August Meeting,Knights of Columbus 333 Beach 90th Street Rockaway Beach,40.5886964,-73.8153226
1714,8/12/2021,Bishop Calvin Rice Anniversary Dinner,Russo's On The Bay,40.6529738,-73.8379649
1715,8/14/2021,Jackson Heights Mela,Jackson Heights,40.7556818,-73.8830701
1716,8/16/2021,CB 7 special meeting,11-05 150th street Whitestone,40.7912994,-73.8144846
1717,8/18/2021,Queensbridge Emergency Town Hall on Gun & Gang Violence,Jacob Riis Center (Queensbridge Houses),40.7555691,-73.9445649
1718,8/19/2021,113th Sector Build The Block B  Meeting,"Rochdale Village 169-65 137th Avenue, Queens NY",40.674443,-73.7712115
1719,8/19/2021,NAN Community Day,Macedonia Baptist Church 330 Beach 67 Street Arverne,40.591996,-73.795678
1720,8/20/2021,"Samaritan Daytop Village Woodside Sr. Center: 2nd Annual Sr. 
Citizen Day BBQ",Woodside Houses,40.7532704,-73.9068858
1721,8/21/2021,Mardi Gras- Annual Masquerade Back to School Event,Baisley Pond Park,40.6737751,-73.786025
1722,8/21/2021,Family Health Fun Day,"40 Road, Bland playground Flushing",40.7582877,-73.8311386
1723,8/23/2021,FCBA new board members swear-in,Flushing Sheraton Hotel,40.759726,-73.8316771
1724,8/25/2021,107th Precinct Build the Block Sector A,Hillcrest Jewish Center,40.7277029,-73.7851235
1725,8/25/2021,Naomi Osaka Tennis Event,Detective Keith Williams Park,40.7028871,-73.7844531
1726,8/28/2021,East Elmhurst Corona Civic Association's FAMILY DAY,East Elmhurst Community School,40.7660427,-73.8758704
1727,8/28/2021,Rock Safe Streets Beachfest,"Beach 59 Street and Shore Front Parkway, Arverne",40.5862899,-73.806186
1728,8/28/2021,Back to school giveaway - Yes Girls Create,Laurelton NY 141-25 224th,40.6690924,-73.7513943
1729,8/28/2021,Mt. Carmel Church Summer Jubilee,Mt. Carmel Baptist Church 348 Beach 71 Street in Arverne,40.5920086,-73.7998991
1730,8/28/2021,Loquacious TV Back to School Giveaway,Bayswater Park- Far Rockaway,40.599056,-73.7691138
1731,8/31/2021,Experience the Arab Heritage and Yalla Connect,"Athens Square Park, 30th Avenue and 30th Street, Astoria",40.767786,-73.9223319
1732,9/8/2021,Build the Block 100th Precinct Sector C,"Belle Harbor Yacht Club 533 Beach 126 Street, Belle Harbor",40.5814835,-73.8485186
1733,9/9/2021,Schneps Media’s Leaders of Labor Awards & Networking Event,Terrace on the Park,40.7445402,-73.850749
1734,9/10/2021,9/11 Tribute Ceremony,Helen Marshal Cultural Center,40.7137536,-73.8281736
1735,9/11/2021,Candlelight Memorial Ceremony,Our Lady Of Grace Parking Lot 100th street (between 159th avenue & 158th Avenue) Howard Beach,40.6607122,-73.8412791
1736,9/12/2021,Rochdale Village Fall Festival,Rochdale Village Community Center Courtyard,40.6768746,-73.7727908
1737,9/12/2021,Margaret Denson's 76th Birthday Brunch,Antun's,40.7175381,-73.7348168
1738,9/14/2021,Mets and Small Business open night at Citi Field,City Field,40.7570877,-73.8458213
1739,9/14/2021,Night at the Ballpark Hosted by Queens Chamber & Flushing LDC,Citi Field Suite 201,40.7570877,-73.8458213
1740,9/15/2021,107th Precinct Build A Block Sector D,Queens College,40.736746,-73.8203195
1741,9/18/2021,Moon Festival Parade and Fireworks in Flushing,From 38th Ave to Elder Ave. Elder Ave & Colden St is opening ceremony,40.7518169,-73.8242649
1742,9/18/2021,106th Precinct Anti-Violence Event,Lincoln Park Linden Boulevard and 134th Street Ozone Park,40.6806669,-73.844659
1743,9/18/2021,Sutphin BID 4th Annual Harvest Festival,Sutphin Blvd (Between Hillside Avenue and Jamaica Avenue),40.6901975,-73.7969727
1744,9/18/2021,Detective Brian Simonsen's Youth Field Day,"Victory Field At Forest Park (Myrtle Avenue & Woodhaven Blvd, Queens NY",40.7022097,-73.8547222
1745,9/19/2021,Unity Moon Day,162nd Street,40.7606197,-73.8039549
1746,9/21/2021,115th Precinct Community Council Meeting,115th Precinct,40.7568763,-73.8754942
1747,9/21/2021,Belle Harbor Property Owners Civic September Meeting,PS/MS 114 School 400 Beach 135 Street in Belle Harbor,40.5777034,-73.8543727
1748,9/23/2021,106 Precinct Sector A Build the Block,PS 207 159-15 88 Street Howard Beach,40.6577255,-73.8441216
1749,9/23/2021,City Resource Fair - Mayor's Office,Helen Marshall Cultural Center,40.7137536,-73.8281736
1750,9/25/2021,CM Koo's Fall Festival,Kissena Corrido Park,40.7472926,-73.8205452
1751,9/27/2021,A Special Gift for Seniors - Councilmember Brooks-Powers Office,"BROOKVILLE PARK BROOKVILLE BLVD. AND 144 AVE. SPRINGFIELD GARDENS, N.",40.6628115,-73.7431839
1752,9/29/2021,101 Precinct Community Council Meeting,1332 Central Avenue Far Rockaway,40.6069088,-73.750199
1753,9/30/2021,Safe Bar Monthly Meeting,115th Precinct,40.7568763,-73.8754942
1754,10/1/2021,Get Fresh 4 Skool - Back to School Giveaway,Roy Wilkins Park,40.687513,-73.7722061
1755,10/1/2021,Keys to Queens,Queens  Borough Hall Steps,40.7137004,-73.8281571
1756,10/5/2021,111 Precinct Community Council October Meeting,"111 Precinct 45-06 215th St, Bayside, NY 11361",40.7602729,-73.7675997
1757,10/16/2021,Detective Keith Williams Breast Cancer Awareness Event,"Detective Keith Williams Park, Liberty Avenue & 172nd  Street, Queens NY 11433",40.7028871,-73.7844531
1758,10/17/2021,2021 Breast  Cancer Walk,Flushing Meadows Corona Park,40.7400625,-73.8406875
1759,10/19/2021,115th Precinct Community Council Meeting,115th Precinct,40.7568763,-73.8754942
1760,10/20/2021,101 Precinct Community Council meeting,Church of God Christian Academy 1332 Central Avenue Far Rockaway,40.606866,-73.750181
1761,10/20/2021,Flyering in Jackson Heights,Diversity Plaza,40.7473249,-73.8918039
1762,10/20/2021,Gunbuy Back Flyering - Jamaica Avenue,"161-164th St, Jamaica Avenue",40.7051539,-73.795688
1763,10/21/2021,Reform Temple of Forest Hills  Fraud and Scam Seminar,"Zoom   The Reform Temple of Forest Hills    71-11 112th Street, Forest Hills",40.7226918,-73.8389667
