,index,full_date,Date,Month,Week #,Day,Year,Event,Staff Supervisor,Event Coordinator,DA Speaking?,Time,Briefing,Location,Location_Parse,location_parse,address_string,zip,county,state,city,Latitude,Longitude,Accuracy Score,County,Source,review,is_zoom,Manually Add Address,dedupe_mask,is_zoom_v2,is_blank,lat_long_gmaps
3050,3050,9/25/2020,25-Sep,9,39,Fri,2020,National Day of Remembrance,Dirk,NYPD COmmunity Affairs,YES,13:00,Dirk,Baisley Pond Park,"[('Baisley', 'LandmarkName'), ('Pond', 'LandmarkName'), ('Park', 'LandmarkName')]","[('Baisley', 'LandmarkName'), ('Pond', 'LandmarkName'), ('Park', 'LandmarkName')]",,,Queens,New York,New York City,40.6737751,-73.786025,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DirkNYPD COmmunity AffairsSep-2513:00,FALSE,FALSE,"[40.6737751, -73.786025]"
3051,3051,9/25/2020,25-Sep,9,39,Fri,2020,KAAGNY Korea Week Taping,Elizabeth,Charles Yoon President KAAGNY,YES,11:30 AM,Elizabeth,DA Office,"[('DA', 'Recipient'), ('Office', 'Recipient')]","[('DA', 'Recipient'), ('Office', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ElizabethCharles Yoon President KAAGNYSep-2511:30 AM,FALSE,FALSE,
3052,3052,9/25/2020,25-Sep,9,39,Fri,2020,Ntl Day of Remembrance Murder Victims,Dan,NYPD,YES,1:00 PM,Dan,"Baisley Pond Park No COnduit Ave, 116th Ave, Queens NY","[('Baisley', 'BuildingName'), ('Pond', 'BuildingName'), ('Park', 'BuildingName'), ('No', 'BuildingName'), ('COnduit', 'BuildingName'), ('Ave,', 'BuildingName'), ('116th', 'AddressNumber'), ('Ave,', 'StreetNamePostType'), ('Queens', 'PlaceName'), ('NY', 'StateName')]","[('Baisley', 'BuildingName'), ('Pond', 'BuildingName'), ('Park', 'BuildingName'), ('No', 'BuildingName'), ('COnduit', 'BuildingName'), ('Ave,', 'BuildingName'), ('116th', 'AddressNumber'), ('Ave,', 'StreetNamePostType'), ('Queens', 'PlaceName'), ('NY', 'StateName')]",116th  Ave Queens,,Queens,New York,New York City,40.6737751,-73.786025,0.9,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanNYPDSep-251:00 PM,FALSE,FALSE,"[40.6737751, -73.786025]"
3053,3053,9/25/2020,25-Sep,9,39,Fri,2020,Rock Safe Streets Shooting Response,Dan,Rock Safe Streets,NO,5:00 PM,,84th Street Rockaway Bch Blvd,"[('84th', 'AddressNumber'), ('Street', 'StreetName'), ('Rockaway', 'StreetName'), ('Bch', 'StreetName'), ('Blvd', 'StreetNamePostType')]","[('84th', 'AddressNumber'), ('Street', 'StreetName'), ('Rockaway', 'StreetName'), ('Bch', 'StreetName'), ('Blvd', 'StreetNamePostType')]",84th Street Rockaway Bch Blvd,,Queens,New York,New York City,40.5831371,-73.8226618,0.9,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanRock Safe StreetsSep-255:00 PM,FALSE,FALSE,"[40.5831371, -73.8226618]"
3054,3054,9/26/2020,26-Sep,9,39,Sat,2020,PB Queens North Basketball Clinic,Dave,PBQN,NO,9:00,,Francis Lewis Park,"[('Francis', 'BuildingName'), ('Lewis', 'BuildingName'), ('Park', 'BuildingName')]","[('Francis', 'BuildingName'), ('Lewis', 'BuildingName'), ('Park', 'BuildingName')]",,,Queens,New York,New York City,40.7965619,-73.824516,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DavePBQNSep-269:00,FALSE,FALSE,"[40.7965619, -73.824516]"
3055,3055,9/26/2020,26-Sep,9,39,Sat,2020,BLM Community Day of Service for Senior Appreciation Month,Dave,Leroy Comrie and I. Daneek Miller,NO,12:00,,Jamaica Ave and 150th Street,"[('Jamaica', 'StreetName'), ('Ave', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('150th', 'StreetName'), ('Street', 'StreetNamePostType')]","[('Jamaica', 'StreetName'), ('Ave', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('150th', 'StreetName'), ('Street', 'StreetNamePostType')]",Jamaica Ave,,Queens,New York,New York City,40.717346,-73.740454,0.9,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,DaveLeroy Comrie and I. Daneek MillerSep-2612:00,FALSE,FALSE,
3056,3056,9/26/2020,26-Sep,9,39,Sat,2020,Rosedale Jets & Civic School Giveaway,Cathleen,Jacques Leandre,NO,13:00,,"144-14 243rd Street, Rosedale, NY 11422","[('144-14', 'AddressNumber'), ('243rd', 'StreetName'), ('Street,', 'StreetNamePostType'), ('Rosedale,', 'PlaceName'), ('NY', 'StateName'), ('11422', 'ZipCode')]","[('144-14', 'AddressNumber'), ('243rd', 'StreetName'), ('Street,', 'StreetNamePostType'), ('Rosedale,', 'PlaceName'), ('NY', 'StateName'), ('11422', 'ZipCode')]",144-14 243rd Street Rosedale,11422,Queens,New York,New York City,40.660042,-73.739732,1,Queens County,City of New York,No Review Needed,FALSE,,CathleenJacques LeandreSep-2613:00,FALSE,FALSE,
3057,3057,9/26/2020,26-Sep,9,39,Sat,2020,King of Kings Book Bag Giveaway,Cathleen,King of Kings,YES,12:00 PM,Cathleen,Sutphin Blvd and 108th Ave,"[('Sutphin', 'StreetName'), ('Blvd', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('108th', 'StreetName'), ('Ave', 'StreetNamePostType')]","[('Sutphin', 'StreetName'), ('Blvd', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('108th', 'StreetName'), ('Ave', 'StreetNamePostType')]",Sutphin Blvd,,Queens,New York,New York City,40.692879,-73.7992188,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,CathleenKing of KingsSep-2612:00 PM,FALSE,FALSE,"[40.692879, -73.79921879999999]"
3058,3058,9/26/2020,26-Sep,9,39,Sat,2020,PBQN Basketball Clinic,Dave,NYPD QN,NO,TBD,Dave,Francis Lewis Park 3rd Ave & 147th Street Whitestone,"[('Francis', 'StreetName'), ('Lewis', 'StreetName'), ('Park', 'StreetName'), ('3rd', 'StreetName'), ('Ave', 'StreetNamePostType'), ('&', 'IntersectionSeparator'), ('147th', 'StreetName'), ('Street', 'StreetNamePostType'), ('Whitestone', 'PlaceName')]","[('Francis', 'StreetName'), ('Lewis', 'StreetName'), ('Park', 'StreetName'), ('3rd', 'StreetName'), ('Ave', 'StreetNamePostType'), ('&', 'IntersectionSeparator'), ('147th', 'StreetName'), ('Street', 'StreetNamePostType'), ('Whitestone', 'PlaceName')]",Francis Lewis Park 3rd Ave Whitestone,,Queens,New York,New York City,40.72517,-73.765161,0.9,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,DaveNYPD QNSep-26TBD,FALSE,FALSE,
3059,3059,9/26/2020,26-Sep,9,39,Sat,2020,Rosedale Jets & Civic School Giveaway,Dan,Rosedale JEts,NO,1:00 PM,,Pa NASH Euro Soul,"[('Pa', 'Recipient'), ('NASH', 'Recipient'), ('Euro', 'Recipient'), ('Soul', 'Recipient')]","[('Pa', 'Recipient'), ('NASH', 'Recipient'), ('Euro', 'Recipient'), ('Soul', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanRosedale JEtsSep-261:00 PM,FALSE,FALSE,
3060,3060,9/27/2020,27-Sep,9,39,Sun,2020,A Father's Love Day,Dan,Kenny Carter,NO,12:00,,Beach 17th Street Far Rockaway,"[('Beach', 'StreetNamePreType'), ('17th', 'StreetName'), ('Street', 'StreetNamePostType'), ('Far', 'PlaceName'), ('Rockaway', 'PlaceName')]","[('Beach', 'StreetNamePreType'), ('17th', 'StreetName'), ('Street', 'StreetNamePostType'), ('Far', 'PlaceName'), ('Rockaway', 'PlaceName')]",17th Street Far Rockaway,,Queens,New York,New York City,40.5962911,-73.7512413,0.9,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanKenny CarterSep-2712:00,FALSE,FALSE,"[40.5962911, -73.7512413]"
3061,3061,9/27/2020,27-Sep,9,39,Sun,2020,Sunday Funday SOftball Game and Basketball Showcase,Dan,NYPD,NO,9:00,,Bayswater Park,"[('Bayswater', 'BuildingName'), ('Park', 'BuildingName')]","[('Bayswater', 'BuildingName'), ('Park', 'BuildingName')]",,,Queens,New York,New York City,40.599056,-73.7691138,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanNYPDSep-279:00,FALSE,FALSE,"[40.599056, -73.7691138]"
3062,3062,9/27/2020,27-Sep,9,39,Sun,2020,A Fathers Love,Dan,A Father's Love,NO,12:00 PM,Dan,Beach 17th Street Far Rockaway NY 11691,"[('Beach', 'StreetNamePreType'), ('17th', 'StreetName'), ('Street', 'StreetNamePostType'), ('Far', 'PlaceName'), ('Rockaway', 'PlaceName'), ('NY', 'StateName'), ('11691', 'ZipCode')]","[('Beach', 'StreetNamePreType'), ('17th', 'StreetName'), ('Street', 'StreetNamePostType'), ('Far', 'PlaceName'), ('Rockaway', 'PlaceName'), ('NY', 'StateName'), ('11691', 'ZipCode')]",17th Street Far Rockaway,11691,Queens,New York,New York City,40.601475,-73.76191,1,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,DanA Father's LoveSep-2712:00 PM,FALSE,FALSE,
3063,3063,9/27/2020,27-Sep,9,39,Sun,2020,Softball Game Sunday Sector CHarlie,Dan,Far Rockaway Watchdogs,NO,9:00 AM,Dan,Bayswater Park,"[('Bayswater', 'BuildingName'), ('Park', 'BuildingName')]","[('Bayswater', 'BuildingName'), ('Park', 'BuildingName')]",,,Queens,New York,New York City,40.599056,-73.7691138,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanFar Rockaway WatchdogsSep-279:00 AM,FALSE,FALSE,"[40.599056, -73.7691138]"
3064,3064,9/28/2020,28-Sep,9,40,Mon,2020,Community Board 13,Cathleen,CB 13,NO,7:00 PM,,Zoom,"[('Zoom', 'Recipient')]","[('Zoom', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,TRUE,,CathleenCB 13Sep-287:00 PM,FALSE,FALSE,
3065,3065,9/29/2020,29-Sep,9,40,Tue,2020,"American Pakistani Advocacy Group Community OUtreach Event Food Distribution,. Census Voter RegistraTion",Dirk,AAPAG,YES,17:00,Dirk,"108-19 101 Ave RIchmond Hill, NY 11419","[('108-19', 'AddressNumber'), ('101', 'StreetName'), ('Ave', 'StreetNamePostType'), ('RIchmond', 'PlaceName'), ('Hill,', 'PlaceName'), ('NY', 'StateName'), ('11419', 'ZipCode')]","[('108-19', 'AddressNumber'), ('101', 'StreetName'), ('Ave', 'StreetNamePostType'), ('RIchmond', 'PlaceName'), ('Hill,', 'PlaceName'), ('NY', 'StateName'), ('11419', 'ZipCode')]",108-19 101 Ave RIchmond Hill,11419,Queens,New York,New York City,40.687575,-73.83483,1,Queens County,City of New York,No Review Needed,FALSE,,DirkAAPAGSep-2917:00,FALSE,FALSE,
3066,3066,9/29/2020,29-Sep,9,40,Tue,2020,KAAGNY's 2020 Korea Week,Elizabeth,KAAGNY,YES,11:00 AM,Elizabeth,DA's Office Taping,"[(""DA's"", 'Recipient'), ('Office', 'Recipient'), ('Taping', 'Recipient')]","[(""DA's"", 'Recipient'), ('Office', 'Recipient'), ('Taping', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ElizabethKAAGNYSep-2911:00 AM,FALSE,FALSE,
3067,3067,9/29/2020,29-Sep,9,40,Tue,2020,107  Precinct Community Council,Elizabeth,107 PCC,NO,7:00 PM,,TBD,"[('TBD', 'CountryName')]","[('TBD', 'CountryName')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,Elizabeth107 PCCSep-297:00 PM,TRUE,TRUE,
3068,3068,9/29/2020,29-Sep,9,40,Tue,2020,American Pakistani Advocacy Group OUtreach Event,Dirk,APAG,YES,5:00 PM,Dirk,108-91 101 Ave Richmond Hill,"[('108-91', 'AddressNumber'), ('101', 'StreetName'), ('Ave', 'StreetNamePostType'), ('Richmond', 'PlaceName'), ('Hill', 'PlaceName')]","[('108-91', 'AddressNumber'), ('101', 'StreetName'), ('Ave', 'StreetNamePostType'), ('Richmond', 'PlaceName'), ('Hill', 'PlaceName')]",108-91 101 Ave Richmond Hill,,Queens,New York,New York City,40.6875663,-73.8344267,0.8,New York County,City of New York,Manual Review,FALSE,,DirkAPAGSep-295:00 PM,FALSE,FALSE,"[40.6875663, -73.8344267]"
3069,3069,9/29/2020,29-Sep,9,40,Tue,2020,"Food Distribution, Census & 2020 Voter REg.",Imran,Dirk,YES,5:00 PM,Imran,"108-19 101 Richmond Hill, NY 11419","[('108-19', 'AddressNumber'), ('101', 'StreetName'), ('Richmond', 'PlaceName'), ('Hill,', 'PlaceName'), ('NY', 'StateName'), ('11419', 'ZipCode')]","[('108-19', 'AddressNumber'), ('101', 'StreetName'), ('Richmond', 'PlaceName'), ('Hill,', 'PlaceName'), ('NY', 'StateName'), ('11419', 'ZipCode')]",108-19 101  Richmond Hill,11419,Queens,New York,New York City,40.687575,-73.83483,1,Queens County,City of New York,No Review Needed,FALSE,,ImranDirkSep-295:00 PM,FALSE,FALSE,
3070,3070,9/29/2020,29-Sep,9,40,Tue,2020,Fred Wilson Dem Club Zoom Meeting,Cathleen,Anthony Andrews,NO,7:00 PM,Cathleen,Zoom,"[('Zoom', 'Recipient')]","[('Zoom', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,TRUE,,CathleenAnthony AndrewsSep-297:00 PM,FALSE,FALSE,
3071,3071,9/29/2020,29-Sep,9,40,Tue,2020,108  Precinct Community Council,Tara,Diane Balek,NO,7:00 PM,,TBD,"[('TBD', 'CountryName')]","[('TBD', 'CountryName')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,TaraDiane BalekSep-297:00 PM,TRUE,TRUE,
3072,3072,9/30/2020,30-Sep,9,40,Wed,2020,100  Precinct Community Council,Dan,,NO,7:00 PM,,Zoom,"[('Zoom', 'Recipient')]","[('Zoom', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,TRUE,,DanSep-307:00 PM,FALSE,FALSE,
3073,3073,9/30/2020,30-Sep,9,40,Wed,2020,105  Precinct Community Council,Marlon,,NO,7:00 PM,,Zoom,"[('Zoom', 'Recipient')]","[('Zoom', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,TRUE,,MarlonSep-307:00 PM,FALSE,FALSE,
3074,3074,10/1/2020,1-Oct,10,40,Thu,2020,Fortune Society,Colleen,Fortune Society,YES,12:30 PM,COlleen,Webex,"[('Webex', 'PlaceName')]","[('Webex', 'PlaceName')]",Webex,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ColleenFortune SocietyOct-0112:30 PM,TRUE,FALSE,
3075,3075,10/1/2020,1-Oct,10,40,Thu,2020,RBCA,Dan,Rockaway Beach Civic Assoc,NO,6:00 PM,,333 Beach 90th Street Knights of COlumbus Backyard,"[('333', 'AddressNumber'), ('Beach', 'StreetNamePreType'), ('90th', 'StreetName'), ('Street', 'StreetNamePostType'), ('Knights', 'PlaceName'), ('of', 'StateName'), ('COlumbus', 'StateName'), ('Backyard', 'StateName')]","[('333', 'AddressNumber'), ('Beach', 'StreetNamePreType'), ('90th', 'StreetName'), ('Street', 'StreetNamePostType'), ('Knights', 'PlaceName'), ('of', 'StateName'), ('COlumbus', 'StateName'), ('Backyard', 'StateName')]",333 90th Street Knights,,Queens,New York,New York City,40.588707,-73.8153267,0.9,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanRockaway Beach Civic AssocOct-016:00 PM,FALSE,FALSE,"[40.588707, -73.8153267]"
3076,3076,10/1/2020,1-Oct,10,40,Thu,2020,Shooting Response at 31st Street,Dan,Sheltering Arms/Rock Safe Streets,NO,5:00 PM,No,31st Street and Seagirt Boulevard,"[('31st', 'StreetName'), ('Street', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('Seagirt', 'StreetName'), ('Boulevard', 'StreetNamePostType')]","[('31st', 'StreetName'), ('Street', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('Seagirt', 'StreetName'), ('Boulevard', 'StreetNamePostType')]",31st Street,,Queens,New York,New York City,40.5952339,-73.7531899,0.9,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanSheltering Arms/Rock Safe StreetsOct-015:00 PM,FALSE,FALSE,"[40.5952339, -73.7531899]"
3077,3077,10/1/2020,1-Oct,10,40,Thu,2020,Community Board 10 Meeting,Dan,Betty Braton,NO,6:45 PM,No,Zoom,"[('Zoom', 'Recipient')]","[('Zoom', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,TRUE,,DanBetty BratonOct-016:45 PM,FALSE,FALSE,
3078,3078,10/1/2020,1-Oct,10,40,Thu,2020,UA3 Food Distribution Zoom Planning meeting,Elizabeth,Don Hong,NO,8:45 PM,No,Zoom,"[('Zoom', 'Recipient')]","[('Zoom', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,TRUE,,ElizabethDon HongOct-018:45 PM,FALSE,FALSE,
3079,3079,10/1/2020,1-Oct,10,40,Thu,2020,107 Precinct Council meeting,Elizabeth,Carolann Foley,NO,5:00 PM,No,169-20 71st Ave. Flushing,"[('169-20', 'AddressNumber'), ('71st', 'StreetName'), ('Ave.', 'StreetNamePostType'), ('Flushing', 'PlaceName')]","[('169-20', 'AddressNumber'), ('71st', 'StreetName'), ('Ave.', 'StreetNamePostType'), ('Flushing', 'PlaceName')]",169-20 71st Ave. Flushing,,Queens,New York,New York City,40.7304041,-73.8001897,0.8,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ElizabethCarolann FoleyOct-015:00 PM,FALSE,FALSE,"[40.7304041, -73.80018969999999]"
3080,3080,10/1/2020,1-Oct,10,40,Thu,2020,Community Board 10,Tara,CB 10 Marcella May Comm Coord.,NO,6:45 PM,,Zoom,"[('Zoom', 'Recipient')]","[('Zoom', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,TRUE,,TaraCB 10 Marcella May Comm Coord.Oct-016:45 PM,FALSE,FALSE,
3081,3081,10/1/2020,1-Oct,10,40,Thu,2020,Community Board 2,Rodley,CB 2,NO,7:00 PM,,Zoom,"[('Zoom', 'Recipient')]","[('Zoom', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,TRUE,,RodleyCB 2Oct-017:00 PM,FALSE,FALSE,
3082,3082,10/2/2020,2-Oct,10,40,Fri,2020,Break the Silence DOmestic Violence Rally,Elizabeth,Korean American Family Service Center,YES,4:00 PM,Elizabeth,Queens Public Library Flushing,"[('Queens', 'Recipient'), ('Public', 'Recipient'), ('Library', 'Recipient'), ('Flushing', 'Recipient')]","[('Queens', 'Recipient'), ('Public', 'Recipient'), ('Library', 'Recipient'), ('Flushing', 'Recipient')]",,,Queens,New York,New York City,40.75779600000001,-73.8289109,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ElizabethKorean American Family Service CenterOct-024:00 PM,FALSE,FALSE,"[40.75779600000001, -73.8289109]"
3083,3083,10/2/2020,2-Oct,10,40,Fri,2020,KAFSC Rally Domestic Violence,Elizabeth,Jeehae Fischer,YES,4:15 PM,Elizabeth,41-17 Main St. Flushing,"[('41-17', 'AddressNumber'), ('Main', 'StreetName'), ('St.', 'StreetNamePostType'), ('Flushing', 'PlaceName')]","[('41-17', 'AddressNumber'), ('Main', 'StreetName'), ('St.', 'StreetNamePostType'), ('Flushing', 'PlaceName')]",41-17 Main St. Flushing,,Queens,New York,New York City,40.7577354,-73.8289485,0.8,New York County,City of New York,Manual Review,FALSE,,ElizabethJeehae FischerOct-024:15 PM,FALSE,FALSE,"[40.7577354, -73.82894850000001]"
3084,3084,10/2/2020,2-Oct,10,40,Fri,2020,COVID 19 Antibody Testing,Imran,Bangladeshi American Police Assoc. BAPA,NO,12:00,,"29-11. 36th Avenue Astoria, NY 11106","[('29-11.', 'AddressNumber'), ('36th', 'StreetName'), ('Avenue', 'StreetNamePostType'), ('Astoria,', 'PlaceName'), ('NY', 'StateName'), ('11106', 'ZipCode')]","[('29-11.', 'AddressNumber'), ('36th', 'StreetName'), ('Avenue', 'StreetNamePostType'), ('Astoria,', 'PlaceName'), ('NY', 'StateName'), ('11106', 'ZipCode')]",29-11. 36th Avenue Astoria,11106,Queens,New York,New York City,40.75728,-73.930939,1,Queens County,City of New York,No Review Needed,FALSE,,ImranBangladeshi American Police Assoc. BAPAOct-0212:00,FALSE,FALSE,
3085,3085,10/3/2020,3-Oct,10,40,Sat,2020,Floyd Flake Street ReNaming Ceremony,Cathleen,I. Daneek Miller,YES,11:00 AM,Cathleen,Merrick Blvd ALlen Church Parking Lot,"[('Merrick', 'BuildingName'), ('Blvd', 'BuildingName'), ('ALlen', 'BuildingName'), ('Church', 'BuildingName'), ('Parking', 'BuildingName'), ('Lot', 'BuildingName')]","[('Merrick', 'BuildingName'), ('Blvd', 'BuildingName'), ('ALlen', 'BuildingName'), ('Church', 'BuildingName'), ('Parking', 'BuildingName'), ('Lot', 'BuildingName')]",,,Queens,New York,New York City,40.6836513,-73.7693842,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,CathleenI. Daneek MillerOct-0311:00 AM,FALSE,FALSE,"[40.6836513, -73.7693842]"
3086,3086,10/3/2020,3-Oct,10,40,Sat,2020,Queens Defenders Hispanic heritage,Dan,Queens Defenders,NO,11:00 AM,,"Cornaga Ave, Far Rockaway Beach 19th St","[('Cornaga', 'StreetName'), ('Ave,', 'StreetNamePostType'), ('Far', 'PlaceName'), ('Rockaway', 'PlaceName'), ('Beach', 'StreetNamePreType'), ('19th', 'StreetName'), ('St', 'StreetNamePostType')]","[('Cornaga', 'StreetName'), ('Ave,', 'StreetNamePostType'), ('Far', 'PlaceName'), ('Rockaway', 'PlaceName'), ('Beach', 'StreetNamePreType'), ('19th', 'StreetName'), ('St', 'StreetNamePostType')]",,,Queens,New York,New York City,40.6022843,-73.7532588,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanQueens DefendersOct-0311:00 AM,FALSE,FALSE,"[40.6022843, -73.7532588]"
3088,3088,10/4/2020,4-Oct,10,40,Sun,2020,Craft Fair Glendale Community Garden,Dan,Glndale COmmunity Garden,NO,10:00 AM,,"74-10 88th Street Glendale, NY","[('74-10', 'AddressNumber'), ('88th', 'StreetName'), ('Street', 'StreetNamePostType'), ('Glendale,', 'PlaceName'), ('NY', 'StateName')]","[('74-10', 'AddressNumber'), ('88th', 'StreetName'), ('Street', 'StreetNamePostType'), ('Glendale,', 'PlaceName'), ('NY', 'StateName')]",74-10 88th Street Glendale,,Queens,New York,New York City,40.7076023,-73.8647863,0.8,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanGlndale COmmunity GardenOct-0410:00 AM,FALSE,FALSE,"[40.7076023, -73.86478629999999]"
3089,3089,10/4/2020,4-Oct,10,40,Sun,2020,Bully Prevention Awareness Month,Dan,"106th PCT COmm Partner Sector A, Maria Asaro",TBD,11:00 AM,Dan,PS 127 Schoolyard,"[('PS', 'USPSBoxType'), ('127', 'USPSBoxID'), ('Schoolyard', 'PlaceName')]","[('PS', 'USPSBoxType'), ('127', 'USPSBoxID'), ('Schoolyard', 'PlaceName')]",Schoolyard,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,"Dan106th PCT COmm Partner Sector A, Maria AsaroOct-0411:00 AM",FALSE,FALSE,
